Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
40.019535|	29.668354|	0.000000|	5.238344|	0.000000|	16.796560|	7.101667|	0.000000|	1.682256|	0.000000|	
39.766704|	29.409376|	0.000000|	4.883931|	0.000000|	16.788330|	7.095743|	0.000000|	1.698382|	0.000000|	
40.190237|	29.784609|	0.000000|	5.292578|	0.000000|	16.802371|	7.102490|	0.000000|	1.709901|	0.000000|	
40.562765|	30.154039|	0.000000|	5.301215|	0.000000|	16.809868|	7.107656|	0.000000|	1.725768|	0.000000|	
40.199451|	29.796197|	0.000000|	5.237006|	0.000000|	16.802055|	7.102696|	0.000000|	1.691981|	0.000000|	
40.241563|	29.839068|	0.000000|	5.262858|	0.000000|	16.809146|	7.110227|	0.000000|	1.708465|	0.000000|	
40.205182|	29.799021|	0.000000|	5.260549|	0.000000|	16.802537|	7.098497|	0.000000|	1.700261|	0.000000|	
40.248655|	29.841360|	0.000000|	5.213166|	0.000000|	16.808872|	7.156769|	0.000000|	1.687336|	0.000000|	
40.737576|	30.339028|	0.000000|	5.262361|	0.000000|	17.309721|	7.607876|	0.000000|	1.702623|	0.000000|	
40.205889|	29.800969|	0.000000|	5.262322|	0.000000|	17.459762|	7.756253|	0.000000|	1.691136|	0.000000|	
40.429214|	30.022204|	0.000000|	5.239618|	0.000000|	16.823831|	7.124051|	0.000000|	1.685706|	0.000000|	
40.761279|	30.363878|	0.000000|	5.301387|	0.000000|	16.803123|	7.099469|	0.000000|	1.692888|	0.000000|	
40.023198|	29.665584|	0.000000|	5.184668|	0.000000|	16.826484|	7.125844|	0.000000|	1.708812|	0.000000|	
40.197860|	29.786084|	0.000000|	5.313597|	0.000000|	16.793026|	7.092432|	0.000000|	1.709795|	0.000000|	
39.782346|	29.420726|	0.000000|	4.938087|	0.000000|	16.801699|	7.100666|	0.000000|	1.700424|	0.000000|	
40.268286|	29.857666|	0.000000|	5.260106|	0.000000|	16.814781|	7.110439|	0.000000|	1.682211|	0.000000|	
40.227315|	29.817926|	0.000000|	5.263639|	0.000000|	16.806901|	7.100153|	0.000000|	1.716264|	0.000000|	
28.977775|	20.923174|	0.000000|	3.861723|	0.000000|	12.749100|	5.213690|	0.000000|	1.397320|	0.000000|	
12.696963|	6.504798|	0.000000|	1.277929|	0.000000|	10.235777|	4.128620|	0.000000|	1.107691|	0.000000|	
19.746463|	9.847653|	0.000000|	1.827426|	0.000000|	16.646600|	6.990261|	0.000000|	1.435050|	0.000000|	
