Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

34.220157|	24.275223|	0.000000|	3.367648|	0.000000|	16.846851|	7.172342|	0.000000|	1.598989|	0.000000|	
20.584731|	10.721709|	0.000000|	2.919459|	0.000000|	16.763109|	7.108567|	0.000000|	1.534064|	0.000000|	
20.619147|	10.754829|	0.000000|	2.919394|	0.000000|	16.780285|	7.122784|	0.000000|	1.567589|	0.000000|	
30.679224|	20.767190|	0.000000|	3.234204|	0.000000|	16.766071|	7.109976|	0.000000|	1.580121|	0.000000|	
37.169844|	27.217067|	0.000000|	3.378163|	0.000000|	16.795886|	7.121729|	0.000000|	1.640209|	0.000000|	
36.909361|	26.963431|	0.000000|	3.285146|	0.000000|	16.778164|	7.109104|	0.000000|	1.610267|	0.000000|	
36.416246|	26.452307|	0.000000|	3.355849|	0.000000|	16.782829|	7.111904|	0.000000|	1.647547|	0.000000|	
36.231996|	26.316330|	0.000000|	3.407383|	0.000000|	16.765147|	7.098489|	0.000000|	1.619653|	0.000000|	
36.493585|	26.519245|	0.000000|	3.408116|	0.000000|	16.812720|	7.142048|	0.000000|	1.621495|	0.000000|	
36.425858|	26.453479|	0.000000|	3.304484|	0.000000|	16.784685|	7.115806|	0.000000|	1.620691|	0.000000|	
36.480748|	26.505775|	0.000000|	3.408094|	0.000000|	16.718299|	7.133323|	0.000000|	1.601812|	0.000000|	
36.930984|	26.961712|	0.000000|	3.405766|	0.000000|	16.787654|	7.082701|	0.000000|	1.641939|	0.000000|	
37.037841|	27.077068|	0.000000|	3.429772|	0.000000|	16.790562|	7.123462|	0.000000|	1.605651|	0.000000|	
37.036049|	27.069425|	0.000000|	3.410896|	0.000000|	16.779277|	7.109536|	0.000000|	1.615963|	0.000000|	
36.482104|	26.511882|	0.000000|	3.381106|	0.000000|	16.771558|	7.104469|	0.000000|	1.662083|	0.000000|	
36.301275|	26.392024|	0.000000|	3.271875|	0.000000|	16.791114|	7.120854|	0.000000|	1.643096|	0.000000|	
36.492618|	26.518717|	0.000000|	3.429103|	0.000000|	16.784829|	7.117108|	0.000000|	1.584834|	0.000000|	
36.474699|	26.500015|	0.000000|	3.425863|	0.000000|	16.784311|	7.114811|	0.000000|	1.609440|	0.000000|	
36.522848|	26.548583|	0.000000|	3.429708|	0.000000|	16.801789|	7.128762|	0.000000|	1.602032|	0.000000|	
36.706621|	26.725805|	0.000000|	3.444556|	0.000000|	16.802018|	7.124801|	0.000000|	1.623880|	0.000000|	
36.494826|	26.512075|	0.000000|	3.395237|	0.000000|	16.804966|	7.125119|	0.000000|	1.622787|	0.000000|	
36.302128|	26.496946|	0.000000|	3.427192|	0.000000|	16.704862|	7.110781|	0.000000|	1.624146|	0.000000|	
36.506365|	26.381457|	0.000000|	3.426023|	0.000000|	16.796679|	7.086290|	0.000000|	1.625851|	0.000000|	
36.519544|	26.534242|	0.000000|	3.427604|	0.000000|	16.800386|	7.127809|	0.000000|	1.632382|	0.000000|	
36.505420|	26.516413|	0.000000|	3.443401|	0.000000|	16.783271|	7.109493|	0.000000|	1.643082|	0.000000|	
