Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

12.053072|	8.149260|	0.000000|	1.062291|	0.000000|	5.918586|	2.081103|	0.000000|	0.798646|	0.000000|	
14.357719|	8.653597|	0.000000|	1.227826|	0.000000|	9.269184|	3.640475|	0.000000|	1.002409|	0.000000|	
17.519461|	7.724634|	0.000000|	1.846776|	0.000000|	16.763127|	7.086142|	0.000000|	1.465145|	0.000000|	
18.691532|	8.908087|	0.000000|	1.837512|	0.000000|	16.747030|	7.076206|	0.000000|	1.464514|	0.000000|	
16.859841|	8.065142|	0.000000|	1.710915|	0.000000|	15.025091|	6.277733|	0.000000|	1.367864|	0.000000|	
2.953430|	0.767627|	0.000000|	0.617600|	0.000000|	2.876130|	0.754997|	0.000000|	0.559098|	0.000000|	
3.104116|	0.821931|	0.000000|	0.649358|	0.000000|	3.068280|	0.810671|	0.000000|	0.551964|	0.000000|	
3.488458|	0.912706|	0.000000|	0.700585|	0.000000|	3.450112|	0.906468|	0.000000|	0.604869|	0.000000|	
2.918289|	0.758165|	0.000000|	0.758239|	0.000000|	2.879486|	0.743094|	0.000000|	0.556903|	0.000000|	
16.339821|	7.280233|	0.000000|	1.753855|	0.000000|	15.408751|	6.435076|	0.000000|	1.401245|	0.000000|	
