Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
32.251765|	22.244338|	0.000000|	3.684748|	0.000000|	16.767413|	7.077571|	0.000000|	1.694924|	0.000000|	
32.243618|	22.236452|	0.000000|	3.688339|	0.000000|	16.747996|	7.061991|	0.000000|	1.687400|	0.000000|	
32.559713|	22.543511|	0.000000|	3.696226|	0.000000|	16.770812|	7.084916|	0.000000|	1.713497|	0.000000|	
32.288155|	22.276314|	0.000000|	3.675287|	0.000000|	16.662473|	7.021963|	0.000000|	1.679240|	0.000000|	
32.161106|	22.202563|	0.000000|	3.672169|	0.000000|	16.776907|	7.097880|	0.000000|	1.686620|	0.000000|	
32.275681|	22.270172|	0.000000|	3.730418|	0.000000|	16.754704|	7.072421|	0.000000|	1.696246|	0.000000|	
32.286122|	22.280940|	0.000000|	3.684893|	0.000000|	16.754325|	7.072984|	0.000000|	1.677291|	0.000000|	
32.160529|	22.200075|	0.000000|	3.648225|	0.000000|	16.742745|	7.053953|	0.000000|	1.695474|	0.000000|	
32.286946|	22.277060|	0.000000|	3.661575|	0.000000|	16.737250|	7.056289|	0.000000|	1.659432|	0.000000|	
32.572990|	22.552044|	0.000000|	3.580772|	0.000000|	16.721658|	7.090637|	0.000000|	1.679272|	0.000000|	
32.280207|	22.270851|	0.000000|	3.684898|	0.000000|	16.781698|	7.094643|	0.000000|	1.682022|	0.000000|	
32.269394|	22.256897|	0.000000|	3.685087|	0.000000|	16.775224|	7.094555|	0.000000|	1.696054|	0.000000|	
32.158128|	22.198073|	0.000000|	3.558724|	0.000000|	16.762511|	7.082258|	0.000000|	1.670226|	0.000000|	
32.281464|	22.269090|	0.000000|	3.675683|	0.000000|	16.756671|	7.074147|	0.000000|	1.687083|	0.000000|	
32.310933|	22.297085|	0.000000|	3.668085|	0.000000|	16.768641|	7.089122|	0.000000|	1.684432|	0.000000|	
32.275155|	22.266927|	0.000000|	3.649225|	0.000000|	16.668049|	7.035045|	0.000000|	1.684191|	0.000000|	
32.117156|	22.150817|	0.000000|	3.628707|	0.000000|	16.768156|	7.082772|	0.000000|	1.704379|	0.000000|	
26.961574|	18.333404|	0.000000|	3.130760|	0.000000|	14.329721|	5.918491|	0.000000|	1.513903|	0.000000|	
3.170925|	0.878826|	0.000000|	0.629027|	0.000000|	3.166592|	0.834847|	0.000000|	0.575688|	0.000000|	
3.056361|	0.844798|	0.000000|	0.689885|	0.000000|	3.191416|	0.847995|	0.000000|	0.563202|	0.000000|	
2.840235|	0.751726|	0.000000|	0.736045|	0.000000|	2.888026|	0.754310|	0.000000|	0.562841|	0.000000|	
2.850089|	0.753955|	0.000000|	0.655267|	0.000000|	2.996714|	0.771533|	0.000000|	0.563352|	0.000000|	
2.840832|	0.765161|	0.000000|	0.628964|	0.000000|	2.889679|	0.769879|	0.000000|	0.560713|	0.000000|	
3.003531|	0.792014|	0.000000|	0.774896|	0.000000|	2.948308|	0.778246|	0.000000|	0.568849|	0.000000|	
6.117562|	2.306106|	0.000000|	0.921179|	0.000000|	5.545871|	1.798996|	0.000000|	0.797485|	0.000000|	
2.841086|	0.747615|	0.000000|	0.736129|	0.000000|	2.887127|	0.747620|	0.000000|	0.573727|	0.000000|	
3.084047|	0.802302|	0.000000|	0.602031|	0.000000|	3.019520|	0.777876|	0.000000|	0.569616|	0.000000|	
2.974892|	0.781176|	0.000000|	0.710112|	0.000000|	2.932890|	0.776155|	0.000000|	0.585027|	0.000000|	
3.114464|	0.853129|	0.000000|	0.795226|	0.000000|	3.120403|	0.831596|	0.000000|	0.579736|	0.000000|	
3.015751|	0.773643|	0.000000|	0.777068|	0.000000|	2.897513|	0.760328|	0.000000|	0.571479|	0.000000|	
3.214521|	0.829087|	0.000000|	0.730770|	0.000000|	3.167116|	0.821398|	0.000000|	0.586508|	0.000000|	
3.073588|	0.794983|	0.000000|	0.682006|	0.000000|	3.031289|	0.793468|	0.000000|	0.567653|	0.000000|	
12.908582|	5.576321|	0.000000|	1.414874|	0.000000|	12.122953|	4.901108|	0.000000|	1.155461|	0.000000|	
3.495656|	0.981187|	0.000000|	0.645801|	0.000000|	3.385736|	0.914431|	0.000000|	0.574396|	0.000000|	
