Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

40.466997|	30.113011|	0.000000|	5.334222|	0.000000|	16.853007|	7.156313|	0.000000|	1.739922|	0.000000|	
40.627331|	30.284054|	0.000000|	5.191272|	0.000000|	16.830368|	7.138729|	0.000000|	1.715583|	0.000000|	
40.193939|	29.835458|	0.000000|	5.351041|	0.000000|	16.802375|	7.113161|	0.000000|	1.698575|	0.000000|	
40.201560|	29.843556|	0.000000|	5.287223|	0.000000|	16.806515|	7.118001|	0.000000|	1.689981|	0.000000|	
40.066945|	29.727355|	0.000000|	5.164011|	0.000000|	16.817066|	7.125692|	0.000000|	1.646749|	0.000000|	
39.957524|	29.625424|	0.000000|	5.029228|	0.000000|	16.813025|	7.121128|	0.000000|	1.707612|	0.000000|	
40.225397|	29.863231|	0.000000|	5.260311|	0.000000|	16.803438|	7.111697|	0.000000|	1.673219|	0.000000|	
39.981387|	29.821384|	0.000000|	5.317565|	0.000000|	16.812605|	7.114872|	0.000000|	1.690072|	0.000000|	
40.799157|	30.298340|	0.000000|	5.200215|	0.000000|	16.802636|	7.102558|	0.000000|	1.702633|	0.000000|	
40.321503|	29.957863|	0.000000|	5.291408|	0.000000|	16.816256|	7.120356|	0.000000|	1.715628|	0.000000|	
40.148391|	29.782863|	0.000000|	5.233258|	0.000000|	16.791875|	7.097593|	0.000000|	1.715856|	0.000000|	
40.104474|	29.738037|	0.000000|	5.337643|	0.000000|	16.808342|	7.110366|	0.000000|	1.699577|	0.000000|	
40.062915|	29.699731|	0.000000|	5.272239|	0.000000|	16.789168|	7.094905|	0.000000|	1.690386|	0.000000|	
40.137916|	29.780545|	0.000000|	5.296006|	0.000000|	16.796370|	7.100002|	0.000000|	1.717617|	0.000000|	
40.084001|	29.738560|	0.000000|	5.185092|	0.000000|	16.797561|	7.105914|	0.000000|	1.673875|	0.000000|	
39.946895|	29.630673|	0.000000|	5.067255|	0.000000|	16.800914|	7.107201|	0.000000|	1.715486|	0.000000|	
40.152351|	29.803674|	0.000000|	5.259046|	0.000000|	16.803943|	7.112247|	0.000000|	1.702124|	0.000000|	
40.092984|	29.746999|	0.000000|	5.245602|	0.000000|	16.713283|	7.068039|	0.000000|	1.690465|	0.000000|	
39.957067|	29.658713|	0.000000|	5.265966|	0.000000|	16.798465|	7.101122|	0.000000|	1.690779|	0.000000|	
40.147124|	29.779904|	0.000000|	5.292249|	0.000000|	16.799248|	7.103827|	0.000000|	1.689956|	0.000000|	
40.262571|	29.887520|	0.000000|	5.294917|	0.000000|	16.798864|	7.101084|	0.000000|	1.715455|	0.000000|	
40.216114|	29.846790|	0.000000|	5.262595|	0.000000|	16.808007|	7.107059|	0.000000|	1.707313|	0.000000|	
40.173342|	29.806148|	0.000000|	5.264421|	0.000000|	16.802904|	7.100814|	0.000000|	1.682582|	0.000000|	
40.693003|	30.332798|	0.000000|	5.281824|	0.000000|	16.807020|	7.102861|	0.000000|	1.704820|	0.000000|	
40.226885|	29.867558|	0.000000|	5.325026|	0.000000|	16.815464|	7.115083|	0.000000|	1.707171|	0.000000|	
40.040428|	29.680945|	0.000000|	5.221450|	0.000000|	16.803703|	7.102783|	0.000000|	1.699895|	0.000000|	
39.759345|	29.430952|	0.000000|	5.007542|	0.000000|	16.823481|	7.119126|	0.000000|	1.708703|	0.000000|	
40.289698|	29.912903|	0.000000|	5.332201|	0.000000|	16.789182|	7.090800|	0.000000|	1.664002|	0.000000|	
40.295185|	29.920383|	0.000000|	5.351033|	0.000000|	16.847807|	7.147621|	0.000000|	1.691635|	0.000000|	
40.249546|	29.883292|	0.000000|	5.401659|	0.000000|	16.817164|	7.116142|	0.000000|	1.674755|	0.000000|	
39.989109|	29.673046|	0.000000|	5.310737|	0.000000|	16.802714|	7.100291|	0.000000|	1.709109|	0.000000|	
41.046510|	30.681260|	0.000000|	5.288814|	0.000000|	16.815895|	7.110919|	0.000000|	1.700161|	0.000000|	
40.162836|	29.786688|	0.000000|	5.317829|	0.000000|	16.839707|	7.142240|	0.000000|	1.682480|	0.000000|	
40.225552|	29.844276|	0.000000|	5.350729|	0.000000|	16.815005|	7.112007|	0.000000|	1.707163|	0.000000|	
40.228457|	29.842517|	0.000000|	5.351316|	0.000000|	16.811619|	7.112558|	0.000000|	1.698761|	0.000000|	
40.129244|	29.740025|	0.000000|	5.300022|	0.000000|	16.716092|	7.068851|	0.000000|	1.690511|	0.000000|	
39.739597|	29.404330|	0.000000|	5.021889|	0.000000|	16.797891|	7.101823|	0.000000|	1.672089|	0.000000|	
40.044126|	29.659543|	0.000000|	5.356676|	0.000000|	16.797571|	7.102251|	0.000000|	1.715668|	0.000000|	
40.626771|	30.249794|	0.000000|	5.399067|	0.000000|	16.808150|	7.110321|	0.000000|	1.726098|	0.000000|	
40.896527|	30.526775|	0.000000|	5.251298|	0.000000|	16.803320|	7.109645|	0.000000|	1.689894|	0.000000|	
40.874405|	30.499287|	0.000000|	5.300455|	0.000000|	16.787929|	7.094900|	0.000000|	1.707232|	0.000000|	
40.661685|	30.277154|	0.000000|	5.189979|	0.000000|	16.807029|	7.109497|	0.000000|	1.707873|	0.000000|	
40.129727|	29.739605|	0.000000|	5.308812|	0.000000|	16.791897|	7.095842|	0.000000|	1.715108|	0.000000|	
39.921317|	29.581575|	0.000000|	5.346823|	0.000000|	16.805315|	7.103686|	0.000000|	1.690335|	0.000000|	
40.219844|	29.831092|	0.000000|	5.339970|	0.000000|	16.812961|	7.114050|	0.000000|	1.698275|	0.000000|	
40.127811|	29.743501|	0.000000|	5.305743|	0.000000|	16.805053|	7.105294|	0.000000|	1.698868|	0.000000|	
40.719205|	30.335986|	0.000000|	5.344811|	0.000000|	16.812087|	7.108808|	0.000000|	1.715290|	0.000000|	
40.209608|	29.823478|	0.000000|	5.260382|	0.000000|	16.805481|	7.100925|	0.000000|	1.690323|	0.000000|	
40.222595|	29.834158|	0.000000|	5.326182|	0.000000|	16.791955|	7.096834|	0.000000|	1.681529|	0.000000|	
39.666125|	29.330185|	0.000000|	4.890860|	0.000000|	16.806511|	7.112991|	0.000000|	1.716085|	0.000000|	
40.119140|	29.725700|	0.000000|	5.320130|	0.000000|	16.795412|	7.099262|	0.000000|	1.682481|	0.000000|	
17.796926|	12.344243|	0.000000|	2.511292|	0.000000|	8.425110|	3.278713|	0.000000|	1.016329|	0.000000|	
3.041324|	0.818073|	0.000000|	0.637631|	0.000000|	2.964725|	0.797457|	0.000000|	0.598908|	0.000000|	
9.860869|	4.980997|	0.000000|	1.023349|	0.000000|	7.780388|	3.004609|	0.000000|	0.905941|	0.000000|	
2.831539|	0.806029|	0.000000|	0.674761|	0.000000|	2.707351|	0.730497|	0.000000|	0.566872|	0.000000|	
