Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

29.848427|	20.011443|	0.000000|	1.987275|	0.000000|	16.818990|	7.140343|	0.000000|	1.670900|	0.000000|	
4.000435|	1.313440|	0.000000|	0.754295|	0.000000|	3.805819|	1.155530|	0.000000|	0.631646|	0.000000|	
2.636578|	0.681914|	0.000000|	0.665021|	0.000000|	2.604856|	0.673393|	0.000000|	0.559267|	0.000000|	
2.877431|	0.744790|	0.000000|	0.546362|	0.000000|	2.940655|	0.750111|	0.000000|	0.554809|	0.000000|	
2.738967|	0.699138|	0.000000|	0.544914|	0.000000|	2.698491|	0.681416|	0.000000|	0.541493|	0.000000|	
2.757317|	0.724253|	0.000000|	0.575279|	0.000000|	2.801753|	0.706221|	0.000000|	0.546976|	0.000000|	
5.374048|	2.283450|	0.000000|	0.831955|	0.000000|	4.789586|	1.647858|	0.000000|	0.712811|	0.000000|	
17.328380|	7.566305|	0.000000|	1.826093|	0.000000|	16.696603|	7.030394|	0.000000|	1.460144|	0.000000|	
17.224455|	7.502553|	0.000000|	1.757595|	0.000000|	16.714621|	7.043546|	0.000000|	1.451433|	0.000000|	
17.388555|	7.568400|	0.000000|	1.840668|	0.000000|	16.699520|	7.030320|	0.000000|	1.438099|	0.000000|	
13.792132|	5.869505|	0.000000|	1.545432|	0.000000|	13.331616|	5.477002|	0.000000|	1.209230|	0.000000|	
3.662680|	0.953846|	0.000000|	0.760977|	0.000000|	3.614826|	0.939844|	0.000000|	0.593899|	0.000000|	
2.645529|	0.691033|	0.000000|	0.790773|	0.000000|	2.706545|	0.687458|	0.000000|	0.541466|	0.000000|	
2.905421|	0.761558|	0.000000|	0.750301|	0.000000|	2.984914|	0.776391|	0.000000|	0.572136|	0.000000|	
11.628520|	5.084403|	0.000000|	1.347794|	0.000000|	10.879983|	4.393995|	0.000000|	1.090393|	0.000000|	
