Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

29.399653|	19.327996|	0.000000|	4.669638|	0.000000|	16.874683|	7.200553|	0.000000|	1.689792|	0.000000|	
22.178572|	12.073588|	0.000000|	4.162639|	0.000000|	16.806572|	7.159827|	0.000000|	1.663718|	0.000000|	
23.994668|	13.965711|	0.000000|	4.219054|	0.000000|	16.826298|	7.172398|	0.000000|	1.689461|	0.000000|	
39.919777|	29.643592|	0.000000|	5.206170|	0.000000|	16.815733|	7.143442|	0.000000|	1.664741|	0.000000|	
39.763310|	29.499630|	0.000000|	5.132067|	0.000000|	16.855734|	7.181059|	0.000000|	1.697291|	0.000000|	
40.107237|	29.850704|	0.000000|	4.986786|	0.000000|	16.862635|	7.187857|	0.000000|	1.708435|	0.000000|	
40.409030|	30.132802|	0.000000|	5.290132|	0.000000|	16.836206|	7.166291|	0.000000|	1.710636|	0.000000|	
39.879994|	29.640628|	0.000000|	5.194988|	0.000000|	16.831322|	7.157285|	0.000000|	1.683283|	0.000000|	
39.939773|	29.647194|	0.000000|	5.206380|	0.000000|	16.842681|	7.166898|	0.000000|	1.691699|	0.000000|	
40.011355|	29.701447|	0.000000|	5.312579|	0.000000|	16.848852|	7.171726|	0.000000|	1.700226|	0.000000|	
40.014819|	29.704984|	0.000000|	5.286700|	0.000000|	16.853934|	7.174207|	0.000000|	1.717332|	0.000000|	
40.010747|	29.704635|	0.000000|	5.285786|	0.000000|	16.857729|	7.179587|	0.000000|	1.700258|	0.000000|	
40.016824|	29.713591|	0.000000|	5.311558|	0.000000|	16.746744|	7.115462|	0.000000|	1.674594|	0.000000|	
40.574845|	30.272165|	0.000000|	5.273529|	0.000000|	16.847801|	7.167759|	0.000000|	1.732120|	0.000000|	
40.349873|	30.070395|	0.000000|	5.134679|	0.000000|	16.816151|	7.141093|	0.000000|	1.708236|	0.000000|	
39.696555|	29.417337|	0.000000|	4.936932|	0.000000|	16.822071|	7.152147|	0.000000|	1.708425|	0.000000|	
40.009380|	29.686148|	0.000000|	5.286012|	0.000000|	16.809729|	7.131156|	0.000000|	1.656235|	0.000000|	
39.847567|	29.585708|	0.000000|	5.206809|	0.000000|	16.834076|	7.151410|	0.000000|	1.708506|	0.000000|	
40.046185|	29.723027|	0.000000|	5.262199|	0.000000|	16.795593|	7.112065|	0.000000|	1.683034|	0.000000|	
40.054042|	29.726173|	0.000000|	5.312650|	0.000000|	16.814162|	7.136324|	0.000000|	1.700226|	0.000000|	
40.386649|	30.065453|	0.000000|	5.273043|	0.000000|	16.815728|	7.132145|	0.000000|	1.696925|	0.000000|	
40.563415|	30.246751|	0.000000|	5.293381|	0.000000|	16.811043|	7.124739|	0.000000|	1.692010|	0.000000|	
40.096460|	29.770214|	0.000000|	5.286728|	0.000000|	16.827738|	7.136121|	0.000000|	1.710257|	0.000000|	
40.080625|	29.760535|	0.000000|	5.315733|	0.000000|	16.798870|	7.121232|	0.000000|	1.693393|	0.000000|	
40.070989|	29.751734|	0.000000|	5.233371|	0.000000|	16.824778|	7.147348|	0.000000|	1.666087|	0.000000|	
40.129476|	29.807622|	0.000000|	5.261205|	0.000000|	16.854713|	7.173631|	0.000000|	1.674203|	0.000000|	
39.633249|	29.364363|	0.000000|	4.856232|	0.000000|	16.830224|	7.147203|	0.000000|	1.700306|	0.000000|	
40.123641|	29.799299|	0.000000|	5.283829|	0.000000|	16.817135|	7.133011|	0.000000|	1.702290|	0.000000|	
40.531516|	30.259591|	0.000000|	5.238058|	0.000000|	16.826387|	7.141616|	0.000000|	1.708046|	0.000000|	
40.347305|	30.021090|	0.000000|	5.209417|	0.000000|	16.826686|	7.145083|	0.000000|	1.700422|	0.000000|	
40.145448|	29.816660|	0.000000|	5.286089|	0.000000|	16.838060|	7.156187|	0.000000|	1.725805|	0.000000|	
40.113784|	29.786102|	0.000000|	5.234358|	0.000000|	16.815320|	7.131362|	0.000000|	1.709013|	0.000000|	
40.122158|	29.800619|	0.000000|	5.286585|	0.000000|	16.739928|	7.103022|	0.000000|	1.700442|	0.000000|	
40.082533|	29.758614|	0.000000|	5.287845|	0.000000|	16.804736|	7.120916|	0.000000|	1.700407|	0.000000|	
40.090342|	29.762375|	0.000000|	5.287431|	0.000000|	16.803363|	7.121702|	0.000000|	1.708468|	0.000000|	
40.358261|	30.026632|	0.000000|	5.288959|	0.000000|	16.803698|	7.123868|	0.000000|	1.708185|	0.000000|	
40.232770|	29.964021|	0.000000|	4.904774|	0.000000|	16.806219|	7.125359|	0.000000|	1.701337|	0.000000|	
40.114297|	29.785515|	0.000000|	5.287525|	0.000000|	16.808444|	7.127830|	0.000000|	1.708804|	0.000000|	
39.902433|	29.616307|	0.000000|	5.212515|	0.000000|	16.797054|	7.123217|	0.000000|	1.682985|	0.000000|	
40.101396|	29.777309|	0.000000|	5.259514|	0.000000|	16.792466|	7.115007|	0.000000|	1.717767|	0.000000|	
40.160189|	29.825084|	0.000000|	5.286779|	0.000000|	16.811694|	7.129912|	0.000000|	1.699898|	0.000000|	
40.138735|	29.808933|	0.000000|	5.262399|	0.000000|	16.808692|	7.125910|	0.000000|	1.699866|	0.000000|	
40.203229|	29.864343|	0.000000|	5.261305|	0.000000|	16.815735|	7.132839|	0.000000|	1.674870|	0.000000|	
40.394170|	30.054841|	0.000000|	5.235575|	0.000000|	16.796066|	7.120249|	0.000000|	1.690293|	0.000000|	
40.176964|	29.834175|	0.000000|	5.206406|	0.000000|	16.797298|	7.119006|	0.000000|	1.683967|	0.000000|	
40.176272|	29.831329|	0.000000|	5.310645|	0.000000|	16.810292|	7.137225|	0.000000|	1.725821|	0.000000|	
40.190356|	29.841355|	0.000000|	5.286264|	0.000000|	16.779855|	7.104342|	0.000000|	1.666544|	0.000000|	
40.204667|	29.854585|	0.000000|	5.257566|	0.000000|	16.818988|	7.141275|	0.000000|	1.717288|	0.000000|	
40.163167|	29.813119|	0.000000|	5.287670|	0.000000|	16.792784|	7.114412|	0.000000|	1.692184|	0.000000|	
39.598232|	29.355020|	0.000000|	4.864700|	0.000000|	16.800591|	7.121352|	0.000000|	1.665887|	0.000000|	
40.184417|	29.840921|	0.000000|	5.233315|	0.000000|	16.824523|	7.147047|	0.000000|	1.708543|	0.000000|	
40.394528|	30.054629|	0.000000|	5.215234|	0.000000|	16.815345|	7.134327|	0.000000|	1.724330|	0.000000|	
27.453468|	19.692060|	0.000000|	3.590109|	0.000000|	12.258994|	4.992490|	0.000000|	1.331539|	0.000000|	
2.745893|	0.733271|	0.000000|	0.587227|	0.000000|	2.674464|	0.705204|	0.000000|	0.559459|	0.000000|	
3.271353|	0.867619|	0.000000|	0.645063|	0.000000|	3.308793|	0.870053|	0.000000|	0.571948|	0.000000|	
