Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

44.070845|	34.220400|	0.000000|	1.961101|	0.000000|	16.873317|	7.179805|	0.000000|	1.689593|	0.000000|	
19.561061|	14.080675|	0.000000|	1.185076|	0.000000|	8.915632|	3.436917|	0.000000|	1.045375|	0.000000|	
2.889632|	0.782062|	0.000000|	0.564074|	0.000000|	2.948086|	0.788761|	0.000000|	0.554636|	0.000000|	
3.032351|	0.815345|	0.000000|	0.574150|	0.000000|	3.088047|	0.820745|	0.000000|	0.576050|	0.000000|	
3.010783|	0.826610|	0.000000|	0.573165|	0.000000|	3.080253|	0.838484|	0.000000|	0.577578|	0.000000|	
2.638768|	0.711470|	0.000000|	0.564471|	0.000000|	2.699329|	0.715195|	0.000000|	0.559605|	0.000000|	
9.495665|	4.191571|	0.000000|	1.134661|	0.000000|	8.929970|	3.612336|	0.000000|	0.975927|	0.000000|	
3.131751|	0.886709|	0.000000|	0.577969|	0.000000|	3.163948|	0.864404|	0.000000|	0.580174|	0.000000|	
2.572752|	0.718494|	0.000000|	0.632443|	0.000000|	2.741588|	0.744285|	0.000000|	0.569211|	0.000000|	
2.892998|	0.783725|	0.000000|	0.572726|	0.000000|	2.954331|	0.791634|	0.000000|	0.570218|	0.000000|	
