Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

11.245470|	7.496421|	0.000000|	0.872229|	0.000000|	5.675124|	1.988142|	0.000000|	0.782832|	0.000000|	
4.615347|	1.328200|	0.000000|	0.706817|	0.000000|	4.654531|	1.308954|	0.000000|	0.678517|	0.000000|	
3.256445|	0.805783|	0.000000|	0.633210|	0.000000|	3.121692|	0.803574|	0.000000|	0.577512|	0.000000|	
15.829161|	7.264668|	0.000000|	1.680474|	0.000000|	14.383711|	5.922240|	0.000000|	1.321964|	0.000000|	
17.337087|	7.555585|	0.000000|	1.858518|	0.000000|	16.738248|	7.074139|	0.000000|	1.454296|	0.000000|	
17.341131|	7.565163|	0.000000|	1.858746|	0.000000|	16.752138|	7.087943|	0.000000|	1.444528|	0.000000|	
3.177969|	0.827854|	0.000000|	0.689082|	0.000000|	2.926060|	0.765319|	0.000000|	0.560348|	0.000000|	
2.838988|	0.751118|	0.000000|	0.760324|	0.000000|	2.691304|	0.713988|	0.000000|	0.554057|	0.000000|	
3.232227|	0.854582|	0.000000|	0.758791|	0.000000|	3.086221|	0.818515|	0.000000|	0.571317|	0.000000|	
2.920709|	0.758844|	0.000000|	0.658329|	0.000000|	2.787020|	0.731451|	0.000000|	0.560705|	0.000000|	
