Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

33.660661|	23.572822|	0.000000|	4.400024|	0.000000|	16.909082|	7.172261|	0.000000|	1.677283|	0.000000|	
21.412408|	11.412353|	0.000000|	3.683295|	0.000000|	16.774458|	7.107763|	0.000000|	1.682986|	0.000000|	
21.304445|	11.354528|	0.000000|	3.635953|	0.000000|	16.781598|	7.116683|	0.000000|	1.693258|	0.000000|	
34.075763|	24.006613|	0.000000|	4.392427|	0.000000|	16.790910|	7.125365|	0.000000|	1.690258|	0.000000|	
38.153930|	28.025186|	0.000000|	4.589611|	0.000000|	16.816066|	7.125126|	0.000000|	1.730379|	0.000000|	
37.996769|	27.866221|	0.000000|	4.570923|	0.000000|	16.815162|	7.122356|	0.000000|	1.673535|	0.000000|	
15.127331|	10.341584|	0.000000|	1.998923|	0.000000|	7.600049|	2.978144|	0.000000|	0.981351|	0.000000|	
3.021215|	0.815842|	0.000000|	0.509713|	0.000000|	2.949397|	0.777725|	0.000000|	0.577572|	0.000000|	
2.729765|	0.742457|	0.000000|	0.560837|	0.000000|	2.652995|	0.699163|	0.000000|	0.561136|	0.000000|	
2.767357|	0.745272|	0.000000|	0.562949|	0.000000|	2.703585|	0.716591|	0.000000|	0.573687|	0.000000|	
2.591747|	0.695892|	0.000000|	0.529566|	0.000000|	2.557433|	0.693379|	0.000000|	0.568293|	0.000000|	
2.602543|	0.698593|	0.000000|	0.551886|	0.000000|	2.541667|	0.670132|	0.000000|	0.548919|	0.000000|	
12.158364|	5.333964|	0.000000|	1.320159|	0.000000|	11.251658|	4.514069|	0.000000|	1.132225|	0.000000|	
3.295092|	1.040946|	0.000000|	0.571700|	0.000000|	3.048858|	0.907747|	0.000000|	0.585399|	0.000000|	
2.866833|	0.754694|	0.000000|	0.536859|	0.000000|	2.727597|	0.730728|	0.000000|	0.575515|	0.000000|	
2.974967|	0.841894|	0.000000|	0.563799|	0.000000|	2.953285|	0.849653|	0.000000|	0.590123|	0.000000|	
3.648573|	1.041724|	0.000000|	0.642180|	0.000000|	3.389032|	0.987089|	0.000000|	0.652453|	0.000000|	
2.767788|	0.746610|	0.000000|	0.548416|	0.000000|	2.743444|	0.749503|	0.000000|	0.578545|	0.000000|	
2.805835|	0.750420|	0.000000|	0.540578|	0.000000|	2.644382|	0.701727|	0.000000|	0.558609|	0.000000|	
3.071548|	0.867608|	0.000000|	0.582718|	0.000000|	2.888319|	0.798059|	0.000000|	0.561792|	0.000000|	
