Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

34.700485|	24.438219|	0.000000|	4.486772|	0.000000|	16.828400|	7.114395|	0.000000|	1.689032|	0.000000|	
28.320947|	18.193797|	0.000000|	4.176841|	0.000000|	16.768121|	7.080219|	0.000000|	1.677311|	0.000000|	
35.010273|	24.541616|	0.000000|	5.993777|	0.000000|	16.782528|	7.094744|	0.000000|	1.703251|	0.000000|	
54.755486|	44.190340|	0.000000|	5.989707|	0.000000|	16.796163|	7.092971|	0.000000|	1.696897|	0.000000|	
54.711193|	44.324355|	0.000000|	5.168344|	0.000000|	16.801261|	7.095604|	0.000000|	1.689984|	0.000000|	
54.665880|	44.282171|	0.000000|	5.109390|	0.000000|	16.809874|	7.103160|	0.000000|	1.691002|	0.000000|	
54.753981|	44.622142|	0.000000|	5.286279|	0.000000|	16.806410|	7.095050|	0.000000|	1.709533|	0.000000|	
55.075189|	44.443806|	0.000000|	5.260402|	0.000000|	16.813477|	7.106515|	0.000000|	1.698775|	0.000000|	
55.059582|	44.644529|	0.000000|	5.287700|	0.000000|	16.799177|	7.092123|	0.000000|	1.682506|	0.000000|	
55.073466|	44.646802|	0.000000|	5.286354|	0.000000|	16.802449|	7.095274|	0.000000|	1.708386|	0.000000|	
53.697349|	43.267728|	0.000000|	5.297611|	0.000000|	16.797041|	7.097217|	0.000000|	1.685307|	0.000000|	
55.277487|	44.840182|	0.000000|	5.270978|	0.000000|	17.449902|	7.743022|	0.000000|	1.707291|	0.000000|	
54.078580|	43.647216|	0.000000|	5.286386|	0.000000|	17.452277|	7.748333|	0.000000|	1.698305|	0.000000|	
53.175139|	42.744291|	0.000000|	5.322342|	0.000000|	17.360390|	7.745661|	0.000000|	1.682234|	0.000000|	
52.891942|	42.479641|	0.000000|	5.239567|	0.000000|	17.443266|	7.696545|	0.000000|	1.698847|	0.000000|	
52.605237|	42.199180|	0.000000|	5.154472|	0.000000|	16.944104|	7.246045|	0.000000|	1.690127|	0.000000|	
53.038549|	42.607334|	0.000000|	5.339158|	0.000000|	16.789062|	7.087881|	0.000000|	1.681066|	0.000000|	
52.847622|	42.678112|	0.000000|	5.329052|	0.000000|	16.808799|	7.103305|	0.000000|	1.673103|	0.000000|	
54.446107|	43.792014|	0.000000|	5.287396|	0.000000|	16.818814|	7.110309|	0.000000|	1.708612|	0.000000|	
55.269927|	44.823582|	0.000000|	5.288660|	0.000000|	16.808488|	7.101011|	0.000000|	1.655505|	0.000000|	
55.247024|	44.809726|	0.000000|	5.259433|	0.000000|	16.807271|	7.105804|	0.000000|	1.708094|	0.000000|	
55.253322|	44.811093|	0.000000|	5.329292|	0.000000|	16.798189|	7.097555|	0.000000|	1.698706|	0.000000|	
54.506545|	44.071430|	0.000000|	5.182169|	0.000000|	16.845818|	7.142362|	0.000000|	1.698316|	0.000000|	
52.944709|	42.509179|	0.000000|	5.233823|	0.000000|	16.808036|	7.099460|	0.000000|	1.707117|	0.000000|	
53.026450|	42.585210|	0.000000|	5.260843|	0.000000|	16.816790|	7.104867|	0.000000|	1.690064|	0.000000|	
53.074796|	42.631002|	0.000000|	5.287727|	0.000000|	16.809867|	7.104367|	0.000000|	1.698142|	0.000000|	
54.615848|	44.210721|	0.000000|	5.048609|	0.000000|	16.813872|	7.104332|	0.000000|	1.734033|	0.000000|	
37.182173|	29.527232|	0.000000|	3.720348|	0.000000|	12.147142|	4.981869|	0.000000|	1.346888|	0.000000|	
2.757067|	0.792342|	0.000000|	0.745244|	0.000000|	2.612428|	0.707431|	0.000000|	0.587979|	0.000000|	
3.500006|	1.070808|	0.000000|	0.646974|	0.000000|	3.285466|	0.924968|	0.000000|	0.628560|	0.000000|	
3.211189|	0.889407|	0.000000|	0.613431|	0.000000|	3.075447|	0.818948|	0.000000|	0.581321|	0.000000|	
2.865715|	0.800598|	0.000000|	0.598663|	0.000000|	2.754171|	0.744981|	0.000000|	0.570433|	0.000000|	
2.844614|	0.811856|	0.000000|	0.709667|	0.000000|	2.730861|	0.751441|	0.000000|	0.587398|	0.000000|	
9.899144|	4.445467|	0.000000|	1.169063|	0.000000|	8.753893|	3.422422|	0.000000|	0.965900|	0.000000|	
20.698512|	10.795212|	0.000000|	1.801385|	0.000000|	16.724332|	7.025567|	0.000000|	1.439480|	0.000000|	
