Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
46.319477|	36.188547|	0.000000|	3.608905|	0.000000|	16.806109|	7.099056|	0.000000|	1.652390|	0.000000|	
46.121011|	36.045409|	0.000000|	3.413899|	0.000000|	16.832073|	7.122533|	0.000000|	1.680424|	0.000000|	
46.414426|	36.281022|	0.000000|	3.621925|	0.000000|	16.829716|	7.118027|	0.000000|	1.602842|	0.000000|	
46.346730|	36.210409|	0.000000|	3.544823|	0.000000|	16.725920|	7.061702|	0.000000|	1.617961|	0.000000|	
46.398215|	36.264003|	0.000000|	3.453055|	0.000000|	16.812629|	7.101219|	0.000000|	1.610436|	0.000000|	
47.174625|	37.036346|	0.000000|	3.522698|	0.000000|	16.811638|	7.100973|	0.000000|	1.633338|	0.000000|	
46.448871|	36.308715|	0.000000|	3.539054|	0.000000|	16.810455|	7.095242|	0.000000|	1.598437|	0.000000|	
46.177432|	36.268140|	0.000000|	3.449867|	0.000000|	16.819828|	7.106933|	0.000000|	1.597157|	0.000000|	
46.416171|	36.101730|	0.000000|	3.508917|	0.000000|	17.271377|	7.551400|	0.000000|	1.602208|	0.000000|	
46.400261|	36.261311|	0.000000|	3.510744|	0.000000|	17.429707|	7.713191|	0.000000|	1.640186|	0.000000|	
46.479861|	36.335906|	0.000000|	3.540139|	0.000000|	16.809591|	7.098556|	0.000000|	1.649664|	0.000000|	
47.622471|	37.484015|	0.000000|	3.406508|	0.000000|	16.804781|	7.094147|	0.000000|	1.681596|	0.000000|	
48.680910|	38.523650|	0.000000|	3.566905|	0.000000|	16.824957|	7.107243|	0.000000|	1.646273|	0.000000|	
48.230098|	38.071166|	0.000000|	3.601465|	0.000000|	17.151454|	7.476367|	0.000000|	1.670256|	0.000000|	
47.700938|	37.552556|	0.000000|	3.547168|	0.000000|	17.490830|	7.765769|	0.000000|	1.650438|	0.000000|	
46.284077|	36.363616|	0.000000|	3.641110|	0.000000|	17.466326|	7.742818|	0.000000|	1.637118|	0.000000|	
46.550966|	36.221584|	0.000000|	3.573664|	0.000000|	17.486759|	7.765039|	0.000000|	1.583339|	0.000000|	
46.519119|	36.373047|	0.000000|	3.626656|	0.000000|	17.105219|	7.387070|	0.000000|	1.635411|	0.000000|	
46.409156|	36.261060|	0.000000|	3.655928|	0.000000|	16.829726|	7.118737|	0.000000|	1.609416|	0.000000|	
46.444265|	36.298988|	0.000000|	3.657253|	0.000000|	16.832145|	7.117493|	0.000000|	1.623776|	0.000000|	
46.962810|	36.814175|	0.000000|	3.564159|	0.000000|	16.824918|	7.103426|	0.000000|	1.646386|	0.000000|	
47.979039|	37.832441|	0.000000|	3.619937|	0.000000|	16.814386|	7.097371|	0.000000|	1.594458|	0.000000|	
46.516371|	36.370976|	0.000000|	3.545731|	0.000000|	16.740424|	7.068311|	0.000000|	1.619465|	0.000000|	
46.280252|	36.180061|	0.000000|	3.501675|	0.000000|	16.818068|	7.100266|	0.000000|	1.640836|	0.000000|	
46.534545|	36.387713|	0.000000|	3.498552|	0.000000|	16.813539|	7.100405|	0.000000|	1.637671|	0.000000|	
46.479764|	36.317458|	0.000000|	3.622612|	0.000000|	16.826090|	7.112308|	0.000000|	1.639874|	0.000000|	
46.512044|	36.340119|	0.000000|	3.501404|	0.000000|	16.809552|	7.097136|	0.000000|	1.617022|	0.000000|	
46.586869|	36.409667|	0.000000|	3.481341|	0.000000|	16.829068|	7.111349|	0.000000|	1.640186|	0.000000|	
49.127067|	38.958870|	0.000000|	3.597873|	0.000000|	16.815248|	7.099912|	0.000000|	1.643647|	0.000000|	
50.393764|	40.282447|	0.000000|	3.560657|	0.000000|	16.820024|	7.108367|	0.000000|	1.623618|	0.000000|	
47.245270|	37.085143|	0.000000|	3.582306|	0.000000|	16.805087|	7.093129|	0.000000|	1.651005|	0.000000|	
46.413018|	36.247740|	0.000000|	3.570647|	0.000000|	16.820124|	7.103080|	0.000000|	1.598661|	0.000000|	
46.388342|	36.230480|	0.000000|	3.486848|	0.000000|	16.739582|	7.069696|	0.000000|	1.619300|	0.000000|	
46.395356|	36.229849|	0.000000|	3.509598|	0.000000|	16.821192|	7.101558|	0.000000|	1.658797|	0.000000|	
46.501777|	36.340307|	0.000000|	3.499240|	0.000000|	16.833520|	7.110998|	0.000000|	1.649592|	0.000000|	
46.614654|	36.501328|	0.000000|	3.589674|	0.000000|	16.815345|	7.098036|	0.000000|	1.656474|	0.000000|	
48.814144|	38.638922|	0.000000|	3.615248|	0.000000|	16.839671|	7.125726|	0.000000|	1.631237|	0.000000|	
46.463243|	36.304490|	0.000000|	3.599155|	0.000000|	16.829494|	7.115861|	0.000000|	1.623344|	0.000000|	
46.462800|	36.286096|	0.000000|	3.645016|	0.000000|	16.825341|	7.105627|	0.000000|	1.631207|	0.000000|	
46.405562|	36.248284|	0.000000|	3.552257|	0.000000|	16.816588|	7.103291|	0.000000|	1.616371|	0.000000|	
46.412480|	36.244485|	0.000000|	3.610094|	0.000000|	16.737147|	7.064666|	0.000000|	1.606282|	0.000000|	
46.439221|	36.267760|	0.000000|	3.448116|	0.000000|	16.812215|	7.093692|	0.000000|	1.630954|	0.000000|	
46.198183|	36.099735|	0.000000|	3.356282|	0.000000|	16.835296|	7.112994|	0.000000|	1.602255|	0.000000|	
47.997614|	37.839904|	0.000000|	3.564367|	0.000000|	16.815224|	7.093260|	0.000000|	1.635569|	0.000000|	
48.453441|	38.297983|	0.000000|	3.501749|	0.000000|	16.833291|	7.109322|	0.000000|	1.632688|	0.000000|	
46.450363|	36.288131|	0.000000|	3.473761|	0.000000|	16.811417|	7.089345|	0.000000|	1.602518|	0.000000|	
46.383127|	36.218732|	0.000000|	3.466674|	0.000000|	16.820333|	7.097462|	0.000000|	1.629459|	0.000000|	
46.485005|	36.322985|	0.000000|	3.506111|	0.000000|	16.812752|	7.098016|	0.000000|	1.622818|	0.000000|	
46.444151|	36.277047|	0.000000|	3.402562|	0.000000|	16.815175|	7.096764|	0.000000|	1.623707|	0.000000|	
46.219568|	36.105098|	0.000000|	3.437973|	0.000000|	16.818148|	7.101892|	0.000000|	1.646092|	0.000000|	
46.490455|	36.335582|	0.000000|	3.398077|	0.000000|	16.732915|	7.060324|	0.000000|	1.625120|	0.000000|	
47.123309|	36.967121|	0.000000|	3.461903|	0.000000|	16.838978|	7.151115|	0.000000|	1.640663|	0.000000|	
46.518388|	36.352828|	0.000000|	3.454448|	0.000000|	16.840440|	7.081848|	0.000000|	1.600093|	0.000000|	
46.436751|	36.283602|	0.000000|	3.426086|	0.000000|	16.811171|	7.095886|	0.000000|	1.609044|	0.000000|	
46.498178|	36.335007|	0.000000|	3.463925|	0.000000|	16.821156|	7.099589|	0.000000|	1.591549|	0.000000|	
46.501188|	36.328068|	0.000000|	3.425579|	0.000000|	16.814780|	7.095136|	0.000000|	1.622008|	0.000000|	
46.469005|	36.301199|	0.000000|	3.406727|	0.000000|	16.819850|	7.095236|	0.000000|	1.619196|	0.000000|	
46.350583|	36.222866|	0.000000|	3.388339|	0.000000|	16.843803|	7.118721|	0.000000|	1.624548|	0.000000|	
47.787564|	37.600685|	0.000000|	3.449119|	0.000000|	16.824070|	7.097529|	0.000000|	1.664574|	0.000000|	
48.479876|	38.294790|	0.000000|	3.467294|	0.000000|	16.848830|	7.126425|	0.000000|	1.634306|	0.000000|	
46.488622|	36.300072|	0.000000|	3.465639|	0.000000|	16.820193|	7.095554|	0.000000|	1.660992|	0.000000|	
46.506400|	36.327089|	0.000000|	3.438954|	0.000000|	16.744192|	7.068451|	0.000000|	1.605559|	0.000000|	
46.490991|	36.303594|	0.000000|	3.457764|	0.000000|	16.836037|	7.110252|	0.000000|	1.636883|	0.000000|	
46.472515|	36.280144|	0.000000|	3.423140|	0.000000|	16.831359|	7.105026|	0.000000|	1.657559|	0.000000|	
46.206290|	36.080865|	0.000000|	3.272773|	0.000000|	16.829623|	7.106677|	0.000000|	1.642097|	0.000000|	
46.475016|	36.275596|	0.000000|	3.457338|	0.000000|	16.828086|	7.101482|	0.000000|	1.638383|	0.000000|	
48.807514|	38.612957|	0.000000|	3.464993|	0.000000|	16.831318|	7.106290|	0.000000|	1.645719|	0.000000|	
47.226348|	37.035976|	0.000000|	3.389636|	0.000000|	16.839463|	7.112404|	0.000000|	1.642061|	0.000000|	
46.526046|	36.339858|	0.000000|	3.446018|	0.000000|	16.820008|	7.095519|	0.000000|	1.653886|	0.000000|	
46.542319|	36.342259|	0.000000|	3.545166|	0.000000|	16.829762|	7.103350|	0.000000|	1.664030|	0.000000|	
46.569651|	36.367878|	0.000000|	3.593222|	0.000000|	16.820529|	7.095772|	0.000000|	1.649909|	0.000000|	
46.323799|	36.171838|	0.000000|	3.466889|	0.000000|	16.731135|	7.056794|	0.000000|	1.676694|	0.000000|	
38.576459|	29.820582|	0.000000|	3.040120|	0.000000|	14.312408|	5.964788|	0.000000|	1.476296|	0.000000|	
9.365811|	4.563094|	0.000000|	1.126981|	0.000000|	7.797171|	3.096798|	0.000000|	0.920079|	0.000000|	
17.126246|	7.149545|	0.000000|	1.836907|	0.000000|	17.290235|	7.622870|	0.000000|	1.439754|	0.000000|	
