Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
45.734665|	35.713979|	0.000000|	3.452265|	0.000000|	16.809652|	7.117992|	0.000000|	1.612245|	0.000000|	
45.764470|	35.748632|	0.000000|	3.457087|	0.000000|	16.726610|	7.080968|	0.000000|	1.603127|	0.000000|	
45.723703|	35.713136|	0.000000|	3.461855|	0.000000|	16.807447|	7.118906|	0.000000|	1.634323|	0.000000|	
45.786481|	35.773544|	0.000000|	3.634398|	0.000000|	16.804633|	7.121867|	0.000000|	1.609591|	0.000000|	
45.753583|	35.741936|	0.000000|	3.610715|	0.000000|	16.786900|	7.104722|	0.000000|	1.639673|	0.000000|	
47.366763|	37.401696|	0.000000|	3.538770|	0.000000|	16.820243|	7.131898|	0.000000|	1.648115|	0.000000|	
47.484166|	37.469323|	0.000000|	3.473233|	0.000000|	16.801409|	7.116945|	0.000000|	1.624269|	0.000000|	
45.701091|	35.693193|	0.000000|	3.449217|	0.000000|	16.816048|	7.128500|	0.000000|	1.640410|	0.000000|	
45.736605|	35.721530|	0.000000|	3.437753|	0.000000|	16.779671|	7.094748|	0.000000|	1.626726|	0.000000|	
45.762668|	35.741875|	0.000000|	3.463691|	0.000000|	16.705779|	7.104447|	0.000000|	1.636954|	0.000000|	
45.768599|	35.751045|	0.000000|	3.439670|	0.000000|	16.868128|	7.101806|	0.000000|	1.649097|	0.000000|	
45.763035|	35.746311|	0.000000|	3.431506|	0.000000|	16.713702|	7.075328|	0.000000|	1.644191|	0.000000|	
46.278356|	36.252241|	0.000000|	3.485259|	0.000000|	16.793292|	7.106944|	0.000000|	1.662808|	0.000000|	
45.502386|	35.523394|	0.000000|	3.426616|	0.000000|	16.793711|	7.102776|	0.000000|	1.630328|	0.000000|	
45.794546|	35.766883|	0.000000|	3.437994|	0.000000|	16.783133|	7.100943|	0.000000|	1.647856|	0.000000|	
45.818445|	35.798401|	0.000000|	3.445907|	0.000000|	16.791735|	7.110377|	0.000000|	1.606824|	0.000000|	
45.859520|	35.844191|	0.000000|	3.466425|	0.000000|	16.798523|	7.112649|	0.000000|	1.606281|	0.000000|	
45.885254|	35.863694|	0.000000|	3.444819|	0.000000|	16.800731|	7.110634|	0.000000|	1.598624|	0.000000|	
45.795920|	35.773638|	0.000000|	3.461268|	0.000000|	16.805436|	7.117423|	0.000000|	1.589608|	0.000000|	
45.611119|	35.631739|	0.000000|	3.439840|	0.000000|	16.792214|	7.103494|	0.000000|	1.609343|	0.000000|	
47.467594|	37.435370|	0.000000|	3.412339|	0.000000|	16.830333|	7.139156|	0.000000|	1.660035|	0.000000|	
45.807578|	35.778840|	0.000000|	3.478740|	0.000000|	16.721618|	7.081108|	0.000000|	1.622484|	0.000000|	
45.886587|	35.863563|	0.000000|	3.626149|	0.000000|	16.816890|	7.126076|	0.000000|	1.617887|	0.000000|	
45.873944|	35.856024|	0.000000|	3.546212|	0.000000|	16.807680|	7.116183|	0.000000|	1.604416|	0.000000|	
45.883296|	35.864531|	0.000000|	3.471611|	0.000000|	16.796034|	7.104062|	0.000000|	1.591477|	0.000000|	
45.885095|	35.858890|	0.000000|	3.429468|	0.000000|	16.803148|	7.107213|	0.000000|	1.606969|	0.000000|	
45.617960|	35.641067|	0.000000|	3.446167|	0.000000|	16.802916|	7.109518|	0.000000|	1.620726|	0.000000|	
46.278619|	36.250027|	0.000000|	3.446778|	0.000000|	16.806135|	7.109382|	0.000000|	1.657996|	0.000000|	
48.002162|	37.968148|	0.000000|	3.480482|	0.000000|	16.796440|	7.100348|	0.000000|	1.596136|	0.000000|	
47.935114|	37.908267|	0.000000|	3.498668|	0.000000|	16.784545|	7.092347|	0.000000|	1.630311|	0.000000|	
46.035657|	36.007331|	0.000000|	3.456227|	0.000000|	16.822329|	7.129419|	0.000000|	1.620055|	0.000000|	
45.793364|	35.768961|	0.000000|	3.477960|	0.000000|	16.705886|	7.060662|	0.000000|	1.578964|	0.000000|	
45.830317|	35.808847|	0.000000|	3.454807|	0.000000|	16.797562|	7.106622|	0.000000|	1.624062|	0.000000|	
45.591501|	35.617485|	0.000000|	3.357378|	0.000000|	16.788122|	7.096763|	0.000000|	1.636707|	0.000000|	
45.876926|	35.854349|	0.000000|	3.466107|	0.000000|	16.788072|	7.098160|	0.000000|	1.574374|	0.000000|	
47.310066|	37.277222|	0.000000|	3.429242|	0.000000|	16.810939|	7.113280|	0.000000|	1.683792|	0.000000|	
48.052368|	38.017545|	0.000000|	3.427406|	0.000000|	16.824777|	7.131903|	0.000000|	1.631413|	0.000000|	
46.010733|	35.970463|	0.000000|	3.450695|	0.000000|	16.816511|	7.121470|	0.000000|	1.634644|	0.000000|	
45.860845|	35.823538|	0.000000|	3.324936|	0.000000|	16.787118|	7.093772|	0.000000|	1.630427|	0.000000|	
45.882279|	35.837763|	0.000000|	3.422093|	0.000000|	16.801998|	7.105522|	0.000000|	1.638839|	0.000000|	
45.966887|	35.915576|	0.000000|	3.503147|	0.000000|	16.814915|	7.118118|	0.000000|	1.615305|	0.000000|	
45.663639|	35.667502|	0.000000|	3.450492|	0.000000|	16.804247|	7.104775|	0.000000|	1.641550|	0.000000|	
45.985329|	35.935257|	0.000000|	3.474669|	0.000000|	16.732123|	7.118032|	0.000000|	1.607729|	0.000000|	
48.069922|	38.017632|	0.000000|	3.456973|	0.000000|	16.829804|	7.093545|	0.000000|	1.631108|	0.000000|	
45.982093|	35.925283|	0.000000|	3.460168|	0.000000|	16.795053|	7.098473|	0.000000|	1.632758|	0.000000|	
45.976338|	35.921567|	0.000000|	3.405153|	0.000000|	16.824958|	7.126990|	0.000000|	1.619179|	0.000000|	
45.966483|	35.913109|	0.000000|	3.479477|	0.000000|	16.792254|	7.096433|	0.000000|	1.622392|	0.000000|	
46.041395|	35.985648|	0.000000|	3.648124|	0.000000|	16.811722|	7.114683|	0.000000|	1.613420|	0.000000|	
45.769628|	35.765952|	0.000000|	3.536719|	0.000000|	16.791944|	7.096892|	0.000000|	1.630609|	0.000000|	
45.975740|	35.918297|	0.000000|	3.521243|	0.000000|	16.804327|	7.110909|	0.000000|	1.617043|	0.000000|	
47.208125|	37.148202|	0.000000|	3.478052|	0.000000|	16.811097|	7.114593|	0.000000|	1.658828|	0.000000|	
48.209777|	38.147350|	0.000000|	3.489596|	0.000000|	16.795272|	7.104188|	0.000000|	1.597190|	0.000000|	
46.016066|	35.950441|	0.000000|	3.472084|	0.000000|	16.811033|	7.117205|	0.000000|	1.616448|	0.000000|	
46.010131|	35.948757|	0.000000|	3.440063|	0.000000|	16.818025|	7.121276|	0.000000|	1.627926|	0.000000|	
45.763861|	35.748936|	0.000000|	3.445671|	0.000000|	16.806543|	7.112106|	0.000000|	1.614851|	0.000000|	
46.087402|	36.027233|	0.000000|	3.514850|	0.000000|	16.751347|	7.104837|	0.000000|	1.612025|	0.000000|	
46.029576|	35.960724|	0.000000|	3.505011|	0.000000|	16.813114|	7.117206|	0.000000|	1.594313|	0.000000|	
46.076325|	36.000592|	0.000000|	3.501492|	0.000000|	16.817070|	7.121737|	0.000000|	1.634045|	0.000000|	
48.104644|	38.029200|	0.000000|	3.505961|	0.000000|	16.797941|	7.105485|	0.000000|	1.657789|	0.000000|	
47.568803|	37.500535|	0.000000|	3.410470|	0.000000|	16.791839|	7.106555|	0.000000|	1.643384|	0.000000|	
46.054717|	36.001634|	0.000000|	3.246557|	0.000000|	16.813403|	7.119178|	0.000000|	1.653309|	0.000000|	
45.814376|	35.804457|	0.000000|	3.371982|	0.000000|	16.793241|	7.102049|	0.000000|	1.600622|	0.000000|	
46.096053|	36.032796|	0.000000|	3.408173|	0.000000|	16.820817|	7.119432|	0.000000|	1.612226|	0.000000|	
46.041801|	35.978589|	0.000000|	3.389317|	0.000000|	16.799613|	7.104688|	0.000000|	1.622762|	0.000000|	
46.078830|	36.014319|	0.000000|	3.456824|	0.000000|	16.804737|	7.108295|	0.000000|	1.642883|	0.000000|	
47.128442|	37.061375|	0.000000|	3.504239|	0.000000|	16.724902|	7.077681|	0.000000|	1.655703|	0.000000|	
48.071319|	38.011065|	0.000000|	3.442659|	0.000000|	16.800021|	7.107061|	0.000000|	1.631085|	0.000000|	
44.615456|	35.138059|	0.000000|	3.207563|	0.000000|	15.815351|	6.656473|	0.000000|	1.571815|	0.000000|	
2.744395|	0.753326|	0.000000|	0.602436|	0.000000|	2.624394|	0.689027|	0.000000|	0.553507|	0.000000|	
2.614008|	0.707636|	0.000000|	0.544668|	0.000000|	2.527276|	0.672637|	0.000000|	0.545884|	0.000000|	
3.287922|	0.899621|	0.000000|	0.660641|	0.000000|	3.170214|	0.846744|	0.000000|	0.567971|	0.000000|	
2.698759|	0.712697|	0.000000|	0.614316|	0.000000|	2.620165|	0.686826|	0.000000|	0.555957|	0.000000|	
2.895511|	0.784558|	0.000000|	0.600802|	0.000000|	2.818205|	0.762192|	0.000000|	0.579044|	0.000000|	
16.021501|	7.162476|	0.000000|	1.679289|	0.000000|	14.913926|	6.210109|	0.000000|	1.383768|	0.000000|	
6.759351|	2.810718|	0.000000|	0.925617|	0.000000|	6.024100|	2.213876|	0.000000|	0.774662|	0.000000|	
2.868125|	0.773860|	0.000000|	0.743342|	0.000000|	2.794080|	0.754000|	0.000000|	0.546015|	0.000000|	
3.123704|	0.887171|	0.000000|	0.693400|	0.000000|	3.003425|	0.823646|	0.000000|	0.590992|	0.000000|	
2.718847|	0.717614|	0.000000|	0.678109|	0.000000|	2.697538|	0.748056|	0.000000|	0.546067|	0.000000|	
2.594417|	0.727283|	0.000000|	0.634549|	0.000000|	2.586884|	0.705983|	0.000000|	0.564486|	0.000000|	
2.735774|	0.696538|	0.000000|	0.612992|	0.000000|	2.606796|	0.679946|	0.000000|	0.562843|	0.000000|	
7.776331|	3.243437|	0.000000|	1.009332|	0.000000|	7.027728|	2.680518|	0.000000|	0.865958|	0.000000|	
3.160778|	0.963655|	0.000000|	0.710657|	0.000000|	3.029405|	0.884874|	0.000000|	0.605164|	0.000000|	
3.105485|	0.850804|	0.000000|	0.771062|	0.000000|	3.042105|	0.841828|	0.000000|	0.598273|	0.000000|	
2.877467|	0.761840|	0.000000|	0.752106|	0.000000|	2.822386|	0.759102|	0.000000|	0.555346|	0.000000|	
2.841883|	0.736604|	0.000000|	0.736828|	0.000000|	2.802013|	0.747633|	0.000000|	0.560480|	0.000000|	
2.550632|	0.660604|	0.000000|	0.783423|	0.000000|	2.489527|	0.647666|	0.000000|	0.556273|	0.000000|	
2.876309|	0.759525|	0.000000|	0.790797|	0.000000|	2.806776|	0.743860|	0.000000|	0.569114|	0.000000|	
3.101922|	0.877495|	0.000000|	0.779952|	0.000000|	3.030783|	0.856796|	0.000000|	0.602215|	0.000000|	
15.144696|	7.158645|	0.000000|	1.598122|	0.000000|	13.311813|	5.446526|	0.000000|	1.271738|	0.000000|	
2.959241|	0.817732|	0.000000|	0.722508|	0.000000|	2.807726|	0.761377|	0.000000|	0.580730|	0.000000|	
2.596162|	0.686857|	0.000000|	0.643257|	0.000000|	2.540998|	0.674455|	0.000000|	0.568310|	0.000000|	
3.026554|	0.773188|	0.000000|	0.696189|	0.000000|	2.970783|	0.771512|	0.000000|	0.568895|	0.000000|	
2.639122|	0.706462|	0.000000|	0.741228|	0.000000|	2.580384|	0.692609|	0.000000|	0.559540|	0.000000|	
2.856031|	0.746616|	0.000000|	0.756127|	0.000000|	2.807273|	0.744188|	0.000000|	0.577913|	0.000000|	
2.611780|	0.697629|	0.000000|	0.761921|	0.000000|	2.565600|	0.691764|	0.000000|	0.557022|	0.000000|	
4.524558|	1.643100|	0.000000|	0.774039|	0.000000|	4.110146|	1.290623|	0.000000|	0.667144|	0.000000|	
2.944728|	0.772197|	0.000000|	0.782777|	0.000000|	2.883613|	0.762535|	0.000000|	0.543801|	0.000000|	
2.788291|	0.751355|	0.000000|	0.743746|	0.000000|	2.736480|	0.744125|	0.000000|	0.576370|	0.000000|	
2.579577|	0.680909|	0.000000|	0.789497|	0.000000|	2.517710|	0.663328|	0.000000|	0.550556|	0.000000|	
2.616411|	0.700938|	0.000000|	0.745376|	0.000000|	2.562623|	0.690516|	0.000000|	0.552105|	0.000000|	
2.769827|	0.692034|	0.000000|	0.738826|	0.000000|	2.730260|	0.702839|	0.000000|	0.560036|	0.000000|	
2.930060|	0.752489|	0.000000|	0.737419|	0.000000|	2.865688|	0.740391|	0.000000|	0.560599|	0.000000|	
3.342352|	0.914661|	0.000000|	0.775804|	0.000000|	3.286355|	0.912761|	0.000000|	0.615178|	0.000000|	
4.711153|	1.706273|	0.000000|	0.883948|	0.000000|	4.295506|	1.355749|	0.000000|	0.687957|	0.000000|	
2.736745|	0.734260|	0.000000|	0.781590|	0.000000|	2.679820|	0.723378|	0.000000|	0.538458|	0.000000|	
2.584289|	0.669717|	0.000000|	0.785981|	0.000000|	2.536506|	0.667433|	0.000000|	0.554903|	0.000000|	
2.964970|	0.769984|	0.000000|	0.791970|	0.000000|	2.902503|	0.757887|	0.000000|	0.545154|	0.000000|	
3.079750|	0.797955|	0.000000|	0.795601|	0.000000|	3.035396|	0.805565|	0.000000|	0.560858|	0.000000|	
2.599438|	0.725234|	0.000000|	0.788371|	0.000000|	2.587716|	0.693433|	0.000000|	0.550864|	0.000000|	
3.010969|	0.763962|	0.000000|	0.766934|	0.000000|	2.889996|	0.755824|	0.000000|	0.563254|	0.000000|	
3.309949|	1.040340|	0.000000|	0.830400|	0.000000|	3.163245|	0.943012|	0.000000|	0.569173|	0.000000|	
17.717732|	7.860012|	0.000000|	1.866823|	0.000000|	16.719262|	7.050176|	0.000000|	1.452130|	0.000000|	
3.380758|	1.163561|	0.000000|	0.851676|	0.000000|	3.118543|	0.951401|	0.000000|	0.592731|	0.000000|	
2.597865|	0.684176|	0.000000|	0.791982|	0.000000|	2.541033|	0.672533|	0.000000|	0.554845|	0.000000|	
2.596112|	0.683169|	0.000000|	0.787999|	0.000000|	2.568804|	0.697473|	0.000000|	0.534590|	0.000000|	
2.569732|	0.674118|	0.000000|	0.772258|	0.000000|	2.491142|	0.639046|	0.000000|	0.543035|	0.000000|	
2.957067|	0.773183|	0.000000|	0.766411|	0.000000|	2.894146|	0.756822|	0.000000|	0.550860|	0.000000|	
2.978108|	0.830726|	0.000000|	0.798924|	0.000000|	2.978257|	0.814371|	0.000000|	0.557522|	0.000000|	
4.451125|	1.624653|	0.000000|	0.869807|	0.000000|	3.965899|	1.256053|	0.000000|	0.660055|	0.000000|	
2.852210|	0.758224|	0.000000|	0.760806|	0.000000|	2.786861|	0.735628|	0.000000|	0.561420|	0.000000|	
2.672673|	0.697066|	0.000000|	0.753763|	0.000000|	2.615222|	0.681086|	0.000000|	0.557197|	0.000000|	
2.914091|	0.751159|	0.000000|	0.770254|	0.000000|	2.854358|	0.736553|	0.000000|	0.555763|	0.000000|	
10.211013|	4.047412|	0.000000|	1.305998|	0.000000|	10.579435|	4.518628|	0.000000|	1.043715|	0.000000|	
16.671213|	6.842700|	0.000000|	1.858762|	0.000000|	17.392275|	7.721689|	0.000000|	1.460231|	0.000000|	
2.774388|	0.746212|	0.000000|	0.760744|	0.000000|	2.722270|	0.737994|	0.000000|	0.568849|	0.000000|	
2.577520|	0.676948|	0.000000|	0.780427|	0.000000|	2.519315|	0.658836|	0.000000|	0.528045|	0.000000|	
17.011536|	7.528369|	0.000000|	1.810678|	0.000000|	16.033678|	6.745538|	0.000000|	1.431436|	0.000000|	
8.935524|	4.213536|	0.000000|	1.187228|	0.000000|	7.637292|	2.966662|	0.000000|	0.878346|	0.000000|	
2.555591|	0.667470|	0.000000|	0.757548|	0.000000|	2.499519|	0.651568|	0.000000|	0.546116|	0.000000|	
2.789768|	0.727399|	0.000000|	0.784542|	0.000000|	2.723270|	0.704879|	0.000000|	0.543572|	0.000000|	
3.042559|	0.814098|	0.000000|	0.756514|	0.000000|	2.897873|	0.801165|	0.000000|	0.597375|	0.000000|	
2.943113|	0.768573|	0.000000|	0.794519|	0.000000|	2.864974|	0.737146|	0.000000|	0.560318|	0.000000|	
2.814647|	0.736839|	0.000000|	0.771686|	0.000000|	2.752402|	0.719490|	0.000000|	0.565105|	0.000000|	
4.443602|	1.644151|	0.000000|	0.889904|	0.000000|	4.036541|	1.292861|	0.000000|	0.663016|	0.000000|	
2.954884|	0.775109|	0.000000|	0.788268|	0.000000|	2.885879|	0.751674|	0.000000|	0.560945|	0.000000|	
2.411196|	0.637120|	0.000000|	0.722279|	0.000000|	2.351838|	0.614671|	0.000000|	0.534534|	0.000000|	
2.704065|	0.707759|	0.000000|	0.735002|	0.000000|	2.647680|	0.691861|	0.000000|	0.549655|	0.000000|	
2.892181|	0.791927|	0.000000|	0.743381|	0.000000|	2.835422|	0.778533|	0.000000|	0.558028|	0.000000|	
2.683432|	0.701174|	0.000000|	0.750784|	0.000000|	2.506544|	0.650203|	0.000000|	0.547947|	0.000000|	
2.817901|	0.735901|	0.000000|	0.760170|	0.000000|	2.759693|	0.722123|	0.000000|	0.557171|	0.000000|	
2.547363|	0.662858|	0.000000|	0.747088|	0.000000|	2.489079|	0.644223|	0.000000|	0.525985|	0.000000|	
4.564963|	1.687719|	0.000000|	0.804944|	0.000000|	4.145832|	1.327162|	0.000000|	0.678720|	0.000000|	
3.801369|	1.045255|	0.000000|	0.759680|	0.000000|	3.735608|	1.035742|	0.000000|	0.652670|	0.000000|	
2.695839|	0.706010|	0.000000|	0.771062|	0.000000|	2.533088|	0.669643|	0.000000|	0.547444|	0.000000|	
2.586061|	0.689601|	0.000000|	0.748570|	0.000000|	2.549921|	0.692034|	0.000000|	0.553703|	0.000000|	
2.728595|	0.725627|	0.000000|	0.752258|	0.000000|	2.547526|	0.669634|	0.000000|	0.559172|	0.000000|	
3.434733|	0.933952|	0.000000|	0.769833|	0.000000|	3.240340|	0.874607|	0.000000|	0.570035|	0.000000|	
2.944531|	0.769267|	0.000000|	0.779390|	0.000000|	2.886848|	0.757019|	0.000000|	0.555529|	0.000000|	
7.820471|	3.706968|	0.000000|	1.003530|	0.000000|	6.385672|	2.345281|	0.000000|	0.797485|	0.000000|	
19.158003|	9.314983|	0.000000|	1.831999|	0.000000|	16.740718|	7.052778|	0.000000|	1.442442|	0.000000|	
17.381787|	7.542587|	0.000000|	1.827148|	0.000000|	16.717286|	7.031732|	0.000000|	1.443225|	0.000000|	
17.366637|	7.525252|	0.000000|	1.868811|	0.000000|	16.767517|	7.081272|	0.000000|	1.452991|	0.000000|	
7.059192|	2.747725|	0.000000|	1.119771|	0.000000|	6.845991|	2.598369|	0.000000|	0.818236|	0.000000|	
2.734790|	0.723028|	0.000000|	0.781534|	0.000000|	2.685035|	0.716257|	0.000000|	0.559159|	0.000000|	
2.687974|	0.704385|	0.000000|	0.769892|	0.000000|	2.637914|	0.697618|	0.000000|	0.542024|	0.000000|	
2.688388|	0.696333|	0.000000|	0.781090|	0.000000|	2.629726|	0.680271|	0.000000|	0.564249|	0.000000|	
4.400502|	1.630412|	0.000000|	0.878243|	0.000000|	3.998697|	1.280811|	0.000000|	0.665284|	0.000000|	
3.130589|	0.824524|	0.000000|	0.745683|	0.000000|	3.067433|	0.809527|	0.000000|	0.580016|	0.000000|	
2.697970|	0.704963|	0.000000|	0.776948|	0.000000|	2.646681|	0.693399|	0.000000|	0.562604|	0.000000|	
2.585977|	0.686785|	0.000000|	0.761504|	0.000000|	2.537509|	0.678338|	0.000000|	0.560094|	0.000000|	
2.645869|	0.665824|	0.000000|	0.777898|	0.000000|	2.619240|	0.680355|	0.000000|	0.556942|	0.000000|	
2.783730|	0.711396|	0.000000|	0.761536|	0.000000|	2.720958|	0.691315|	0.000000|	0.556717|	0.000000|	
3.909345|	1.078381|	0.000000|	0.763377|	0.000000|	3.734801|	1.044063|	0.000000|	0.662566|	0.000000|	
4.381828|	1.598872|	0.000000|	0.826866|	0.000000|	3.986505|	1.258256|	0.000000|	0.660779|	0.000000|	
2.866066|	0.776698|	0.000000|	0.776009|	0.000000|	2.779461|	0.734911|	0.000000|	0.579132|	0.000000|	
2.678708|	0.696997|	0.000000|	0.757726|	0.000000|	2.624908|	0.683606|	0.000000|	0.555756|	0.000000|	
2.954689|	0.770738|	0.000000|	0.772339|	0.000000|	2.891993|	0.752328|	0.000000|	0.576572|	0.000000|	
2.988095|	0.789441|	0.000000|	0.787995|	0.000000|	2.950133|	0.796896|	0.000000|	0.575572|	0.000000|	
2.584426|	0.720355|	0.000000|	0.788518|	0.000000|	2.471221|	0.667560|	0.000000|	0.562347|	0.000000|	
3.001914|	0.759362|	0.000000|	0.781808|	0.000000|	2.895391|	0.760275|	0.000000|	0.569371|	0.000000|	
2.662510|	0.677267|	0.000000|	0.765967|	0.000000|	2.620366|	0.677496|	0.000000|	0.550376|	0.000000|	
