Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

32.765881|	22.721972|	0.000000|	4.214317|	0.000000|	16.897332|	7.215219|	0.000000|	1.707282|	0.000000|	
30.912893|	20.935360|	0.000000|	4.032986|	0.000000|	16.871921|	7.192403|	0.000000|	1.672765|	0.000000|	
29.120841|	19.105714|	0.000000|	4.017955|	0.000000|	16.768876|	7.145998|	0.000000|	1.673729|	0.000000|	
29.114761|	19.096395|	0.000000|	3.984988|	0.000000|	16.842147|	7.168455|	0.000000|	1.604559|	0.000000|	
33.325646|	23.283538|	0.000000|	4.159352|	0.000000|	16.864588|	7.193128|	0.000000|	1.674241|	0.000000|	
33.446812|	23.402355|	0.000000|	4.196928|	0.000000|	16.832785|	7.165261|	0.000000|	1.708598|	0.000000|	
32.838238|	22.784242|	0.000000|	4.149689|	0.000000|	16.855510|	7.177922|	0.000000|	1.665857|	0.000000|	
32.802376|	22.746255|	0.000000|	4.154916|	0.000000|	16.828148|	7.159941|	0.000000|	1.700315|	0.000000|	
32.811211|	22.754727|	0.000000|	4.131143|	0.000000|	16.846583|	7.176337|	0.000000|	1.683362|	0.000000|	
25.438439|	17.289724|	0.000000|	3.208963|	0.000000|	13.490009|	5.616583|	0.000000|	1.415545|	0.000000|	
3.263553|	0.888536|	0.000000|	0.589268|	0.000000|	3.186871|	0.845783|	0.000000|	0.584851|	0.000000|	
4.617911|	1.918699|	0.000000|	0.709749|	0.000000|	4.022606|	1.349721|	0.000000|	0.672010|	0.000000|	
3.352225|	1.041996|	0.000000|	0.702052|	0.000000|	3.284557|	0.914501|	0.000000|	0.597387|	0.000000|	
2.921513|	0.811133|	0.000000|	0.628890|	0.000000|	2.926839|	0.784573|	0.000000|	0.562918|	0.000000|	
6.879600|	2.505935|	0.000000|	0.919380|	0.000000|	7.005124|	2.728330|	0.000000|	0.823958|	0.000000|	
9.980211|	3.920933|	0.000000|	1.179717|	0.000000|	10.331333|	4.333373|	0.000000|	1.014928|	0.000000|	
2.947674|	0.791738|	0.000000|	0.561659|	0.000000|	2.901867|	0.770435|	0.000000|	0.566985|	0.000000|	
3.012025|	0.780072|	0.000000|	0.535260|	0.000000|	2.979083|	0.769567|	0.000000|	0.567743|	0.000000|	
2.754089|	0.763977|	0.000000|	0.547971|	0.000000|	2.709274|	0.740246|	0.000000|	0.553297|	0.000000|	
11.186935|	4.801260|	0.000000|	1.280425|	0.000000|	10.517241|	4.201261|	0.000000|	1.086841|	0.000000|	
