Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
32.312195|	22.317523|	0.000000|	3.689580|	0.000000|	16.776068|	7.092344|	0.000000|	1.682343|	0.000000|	
32.373422|	22.378551|	0.000000|	3.690118|	0.000000|	16.785951|	7.094116|	0.000000|	1.681477|	0.000000|	
32.281339|	22.286260|	0.000000|	3.645580|	0.000000|	16.690329|	7.052950|	0.000000|	1.662253|	0.000000|	
32.376746|	22.424000|	0.000000|	3.703406|	0.000000|	16.801454|	7.113444|	0.000000|	1.703230|	0.000000|	
31.570642|	21.708138|	0.000000|	3.543096|	0.000000|	16.487509|	6.943831|	0.000000|	1.623706|	0.000000|	
3.136645|	0.868428|	0.000000|	0.760768|	0.000000|	3.007284|	0.783912|	0.000000|	0.551846|	0.000000|	
3.055957|	0.858782|	0.000000|	0.752272|	0.000000|	2.969451|	0.808650|	0.000000|	0.581016|	0.000000|	
2.723855|	0.739854|	0.000000|	0.732167|	0.000000|	2.674847|	0.723792|	0.000000|	0.562521|	0.000000|	
3.051811|	0.826979|	0.000000|	0.768625|	0.000000|	2.996499|	0.806818|	0.000000|	0.565624|	0.000000|	
3.124157|	0.836564|	0.000000|	0.772117|	0.000000|	3.078425|	0.828496|	0.000000|	0.582815|	0.000000|	
5.191254|	2.126338|	0.000000|	0.939788|	0.000000|	4.590485|	1.572886|	0.000000|	0.705888|	0.000000|	
3.421310|	1.011949|	0.000000|	0.794899|	0.000000|	3.293639|	0.925389|	0.000000|	0.603959|	0.000000|	
3.046990|	0.790836|	0.000000|	0.758497|	0.000000|	2.996610|	0.777599|	0.000000|	0.558275|	0.000000|	
2.932085|	0.754480|	0.000000|	0.753867|	0.000000|	2.889244|	0.747324|	0.000000|	0.576206|	0.000000|	
3.051309|	0.794554|	0.000000|	0.756207|	0.000000|	3.007262|	0.783215|	0.000000|	0.565157|	0.000000|	
3.784469|	1.074384|	0.000000|	0.784862|	0.000000|	3.957717|	1.228393|	0.000000|	0.630100|	0.000000|	
2.870928|	0.744478|	0.000000|	0.768139|	0.000000|	2.811056|	0.778256|	0.000000|	0.549398|	0.000000|	
2.901909|	0.737271|	0.000000|	0.746251|	0.000000|	2.869341|	0.738029|	0.000000|	0.559378|	0.000000|	
4.474807|	1.638598|	0.000000|	0.827972|	0.000000|	4.049034|	1.256033|	0.000000|	0.658940|	0.000000|	
2.895988|	0.785303|	0.000000|	0.799460|	0.000000|	2.851918|	0.772748|	0.000000|	0.553551|	0.000000|	
2.828288|	0.739332|	0.000000|	0.764819|	0.000000|	2.898057|	0.755080|	0.000000|	0.579395|	0.000000|	
