Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

31.897659|	21.932850|	0.000000|	3.698344|	0.000000|	16.799432|	7.119655|	0.000000|	1.675838|	0.000000|	
18.711511|	8.848662|	0.000000|	3.193147|	0.000000|	16.762700|	7.096317|	0.000000|	1.602887|	0.000000|	
19.348376|	9.472643|	0.000000|	3.189728|	0.000000|	16.768038|	7.101956|	0.000000|	1.588624|	0.000000|	
26.068207|	16.146881|	0.000000|	3.341059|	0.000000|	16.771263|	7.099973|	0.000000|	1.653075|	0.000000|	
32.355990|	22.373876|	0.000000|	3.592098|	0.000000|	16.782008|	7.099202|	0.000000|	1.685921|	0.000000|	
32.376169|	22.393783|	0.000000|	3.630499|	0.000000|	16.795035|	7.109059|	0.000000|	1.681667|	0.000000|	
32.168709|	22.236444|	0.000000|	3.647398|	0.000000|	16.777346|	7.095104|	0.000000|	1.697160|	0.000000|	
32.338044|	22.355790|	0.000000|	3.682969|	0.000000|	16.789894|	7.100690|	0.000000|	1.687423|	0.000000|	
32.381642|	22.404116|	0.000000|	3.610877|	0.000000|	16.701621|	7.062871|	0.000000|	1.630145|	0.000000|	
32.595447|	22.605946|	0.000000|	3.728992|	0.000000|	16.762191|	7.076800|	0.000000|	1.711795|	0.000000|	
32.237669|	22.304530|	0.000000|	3.651519|	0.000000|	16.819747|	7.138923|	0.000000|	1.696177|	0.000000|	
32.366725|	22.382972|	0.000000|	3.690820|	0.000000|	16.777136|	7.097709|	0.000000|	1.672602|	0.000000|	
32.373897|	22.389343|	0.000000|	3.655422|	0.000000|	16.794866|	7.115949|	0.000000|	1.702960|	0.000000|	
32.388353|	22.404754|	0.000000|	3.717240|	0.000000|	16.797242|	7.117515|	0.000000|	1.687302|	0.000000|	
32.178616|	22.243111|	0.000000|	3.675414|	0.000000|	16.695946|	7.065920|	0.000000|	1.649140|	0.000000|	
32.379586|	22.394772|	0.000000|	3.620744|	0.000000|	16.783136|	7.108206|	0.000000|	1.662740|	0.000000|	
32.305875|	22.325850|	0.000000|	3.679924|	0.000000|	16.773557|	7.094130|	0.000000|	1.689508|	0.000000|	
32.565982|	22.570946|	0.000000|	3.707386|	0.000000|	16.758893|	7.081281|	0.000000|	1.705834|	0.000000|	
32.381124|	22.395806|	0.000000|	3.630893|	0.000000|	16.790876|	7.112985|	0.000000|	1.654801|	0.000000|	
32.191227|	22.250146|	0.000000|	3.645156|	0.000000|	16.769464|	7.092212|	0.000000|	1.711383|	0.000000|	
32.348064|	22.358845|	0.000000|	3.739141|	0.000000|	16.693436|	7.059717|	0.000000|	1.692767|	0.000000|	
32.327169|	22.336050|	0.000000|	3.674513|	0.000000|	16.781434|	7.101891|	0.000000|	1.677438|	0.000000|	
32.281123|	22.284496|	0.000000|	3.636439|	0.000000|	16.782317|	7.103269|	0.000000|	1.682655|	0.000000|	
32.211672|	22.266042|	0.000000|	3.629072|	0.000000|	16.786410|	7.106350|	0.000000|	1.680493|	0.000000|	
32.585280|	22.582384|	0.000000|	3.734548|	0.000000|	16.791492|	7.110764|	0.000000|	1.700442|	0.000000|	
32.384316|	22.389489|	0.000000|	3.717986|	0.000000|	16.711180|	7.083739|	0.000000|	1.672669|	0.000000|	
32.338655|	22.343768|	0.000000|	3.723378|	0.000000|	16.765367|	7.090495|	0.000000|	1.681237|	0.000000|	
32.254657|	22.262211|	0.000000|	3.663556|	0.000000|	16.769844|	7.083477|	0.000000|	1.691871|	0.000000|	
32.188742|	22.246492|	0.000000|	3.648398|	0.000000|	16.788407|	7.105101|	0.000000|	1.697584|	0.000000|	
