Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
41.286578|	31.432021|	0.000000|	2.221217|	0.000000|	42.416407|	32.026547|	0.000000|	5.192229|	0.000000|	
28.968072|	19.125466|	0.000000|	2.126555|	0.000000|	27.241772|	17.088495|	0.000000|	4.381946|	0.000000|	
27.689773|	17.847388|	0.000000|	2.028813|	0.000000|	27.169405|	17.030151|	0.000000|	4.275115|	0.000000|	
25.178417|	18.607067|	0.000000|	1.602629|	0.000000|	21.088043|	14.315195|	0.000000|	2.839281|	0.000000|	
16.720789|	6.908256|	0.000000|	1.836497|	0.000000|	28.416967|	18.700469|	0.000000|	1.448408|	0.000000|	
3.111021|	0.851519|	0.000000|	0.787534|	0.000000|	2.952693|	0.854182|	0.000000|	0.586676|	0.000000|	
2.932394|	0.755182|	0.000000|	0.661369|	0.000000|	2.722410|	0.697056|	0.000000|	0.558965|	0.000000|	
2.952823|	0.772704|	0.000000|	0.640410|	0.000000|	2.797853|	0.730941|	0.000000|	0.570118|	0.000000|	
2.755213|	0.715793|	0.000000|	0.729485|	0.000000|	2.608772|	0.681859|	0.000000|	0.540588|	0.000000|	
2.876839|	0.773792|	0.000000|	0.732699|	0.000000|	2.606910|	0.698304|	0.000000|	0.552417|	0.000000|	
3.047406|	0.791438|	0.000000|	0.742000|	0.000000|	2.905179|	0.762457|	0.000000|	0.571709|	0.000000|	
2.909118|	0.756459|	0.000000|	0.738278|	0.000000|	2.744313|	0.702513|	0.000000|	0.557116|	0.000000|	
2.906432|	0.743345|	0.000000|	0.760003|	0.000000|	2.779538|	0.727674|	0.000000|	0.571487|	0.000000|	
2.807539|	0.741707|	0.000000|	0.733570|	0.000000|	2.651135|	0.696521|	0.000000|	0.554646|	0.000000|	
2.824686|	0.734773|	0.000000|	0.708833|	0.000000|	2.573872|	0.680534|	0.000000|	0.565360|	0.000000|	
2.863379|	0.732583|	0.000000|	0.690588|	0.000000|	2.713821|	0.695993|	0.000000|	0.557079|	0.000000|	
3.096369|	0.816741|	0.000000|	0.686070|	0.000000|	2.830230|	0.748517|	0.000000|	0.558444|	0.000000|	
3.003232|	0.764844|	0.000000|	0.657275|	0.000000|	2.872010|	0.748486|	0.000000|	0.564619|	0.000000|	
3.216921|	0.928153|	0.000000|	0.774514|	0.000000|	3.159874|	0.899854|	0.000000|	0.616075|	0.000000|	
3.031091|	0.769924|	0.000000|	0.702522|	0.000000|	2.902609|	0.755855|	0.000000|	0.569095|	0.000000|	
