Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
32.251939|	22.435284|	0.000000|	2.034562|	0.000000|	31.269000|	21.504187|	0.000000|	1.687096|	0.000000|	
30.971827|	21.154143|	0.000000|	1.914277|	0.000000|	28.786878|	19.073081|	0.000000|	1.693185|	0.000000|	
27.392650|	17.574483|	0.000000|	1.886761|	0.000000|	18.734811|	9.024436|	0.000000|	1.699349|	0.000000|	
16.713603|	6.902267|	0.000000|	1.941817|	0.000000|	18.703731|	8.996769|	0.000000|	1.662460|	0.000000|	
6.388419|	2.419166|	0.000000|	0.905441|	0.000000|	7.217272|	3.296544|	0.000000|	0.861557|	0.000000|	
2.529126|	0.655091|	0.000000|	0.530537|	0.000000|	2.551420|	0.701730|	0.000000|	0.556178|	0.000000|	
2.825109|	0.741726|	0.000000|	0.543552|	0.000000|	2.836367|	0.777405|	0.000000|	0.563331|	0.000000|	
2.797913|	0.767287|	0.000000|	0.656210|	0.000000|	2.922308|	0.832184|	0.000000|	0.569702|	0.000000|	
2.478481|	0.662202|	0.000000|	0.676959|	0.000000|	2.579655|	0.697116|	0.000000|	0.542162|	0.000000|	
2.371819|	0.655545|	0.000000|	0.566077|	0.000000|	2.482433|	0.701954|	0.000000|	0.549269|	0.000000|	
2.568204|	0.678854|	0.000000|	0.544576|	0.000000|	2.650217|	0.696959|	0.000000|	0.563289|	0.000000|	
2.455580|	0.651497|	0.000000|	0.527345|	0.000000|	2.676880|	0.724070|	0.000000|	0.546131|	0.000000|	
2.530789|	0.666721|	0.000000|	0.547663|	0.000000|	2.502564|	0.665430|	0.000000|	0.538080|	0.000000|	
2.820270|	0.765340|	0.000000|	0.580451|	0.000000|	3.039233|	0.841395|	0.000000|	0.573453|	0.000000|	
2.475954|	0.664292|	0.000000|	0.656379|	0.000000|	2.572417|	0.696930|	0.000000|	0.558166|	0.000000|	
2.192778|	0.581419|	0.000000|	0.620597|	0.000000|	2.279425|	0.604239|	0.000000|	0.546195|	0.000000|	
2.570636|	0.673205|	0.000000|	0.624970|	0.000000|	2.781446|	0.738327|	0.000000|	0.551939|	0.000000|	
2.651698|	0.682588|	0.000000|	0.570839|	0.000000|	2.739102|	0.708374|	0.000000|	0.566886|	0.000000|	
2.967798|	0.776545|	0.000000|	0.629880|	0.000000|	3.183924|	0.850638|	0.000000|	0.598989|	0.000000|	
2.496798|	0.691329|	0.000000|	0.665159|	0.000000|	2.585493|	0.718037|	0.000000|	0.575328|	0.000000|	
2.579214|	0.664638|	0.000000|	0.558672|	0.000000|	2.772285|	0.711648|	0.000000|	0.571146|	0.000000|	
2.678313|	0.697958|	0.000000|	0.555627|	0.000000|	2.771959|	0.728839|	0.000000|	0.563684|	0.000000|	
2.756736|	0.705063|	0.000000|	0.517767|	0.000000|	2.954372|	0.755121|	0.000000|	0.569426|	0.000000|	
2.595300|	0.688326|	0.000000|	0.537771|	0.000000|	2.683022|	0.713051|	0.000000|	0.548880|	0.000000|	
2.706299|	0.717868|	0.000000|	0.550042|	0.000000|	2.591495|	0.710409|	0.000000|	0.565409|	0.000000|	
2.427759|	0.623214|	0.000000|	0.600167|	0.000000|	2.529994|	0.663766|	0.000000|	0.541065|	0.000000|	
2.786599|	0.722725|	0.000000|	0.597665|	0.000000|	2.752823|	0.717017|	0.000000|	0.552786|	0.000000|	
2.755477|	0.697921|	0.000000|	0.561535|	0.000000|	2.747799|	0.717469|	0.000000|	0.544340|	0.000000|	
2.556011|	0.659333|	0.000000|	0.638412|	0.000000|	2.544978|	0.672341|	0.000000|	0.562717|	0.000000|	
2.668875|	0.697208|	0.000000|	0.577320|	0.000000|	2.765490|	0.733650|	0.000000|	0.547655|	0.000000|	
2.652640|	0.676377|	0.000000|	0.704602|	0.000000|	2.641830|	0.691744|	0.000000|	0.555490|	0.000000|	
2.655776|	0.693805|	0.000000|	0.549108|	0.000000|	2.428623|	0.663755|	0.000000|	0.550784|	0.000000|	
2.435314|	0.622521|	0.000000|	0.540363|	0.000000|	2.660802|	0.702101|	0.000000|	0.557405|	0.000000|	
2.662165|	0.704546|	0.000000|	0.531486|	0.000000|	2.503707|	0.657683|	0.000000|	0.540006|	0.000000|	
2.662259|	0.682017|	0.000000|	0.524616|	0.000000|	2.776910|	0.736563|	0.000000|	0.546679|	0.000000|	
2.528158|	0.653930|	0.000000|	0.518365|	0.000000|	2.506475|	0.653092|	0.000000|	0.559673|	0.000000|	
2.802505|	0.725580|	0.000000|	0.621817|	0.000000|	2.785463|	0.735925|	0.000000|	0.566056|	0.000000|	
2.523222|	0.649515|	0.000000|	0.599462|	0.000000|	2.302075|	0.621674|	0.000000|	0.538680|	0.000000|	
9.655559|	3.706056|	0.000000|	1.062426|	0.000000|	10.018755|	4.137946|	0.000000|	1.004378|	0.000000|	
16.670273|	6.876541|	0.000000|	1.693824|	0.000000|	17.465416|	7.767768|	0.000000|	1.467423|	0.000000|	
16.650599|	6.856753|	0.000000|	1.713029|	0.000000|	17.440069|	7.741143|	0.000000|	1.456715|	0.000000|	
3.005610|	0.851951|	0.000000|	0.734798|	0.000000|	3.138737|	0.932666|	0.000000|	0.582576|	0.000000|	
2.654601|	0.680861|	0.000000|	0.670665|	0.000000|	2.532807|	0.668462|	0.000000|	0.546822|	0.000000|	
3.140325|	0.791892|	0.000000|	0.716888|	0.000000|	3.032611|	0.796533|	0.000000|	0.587183|	0.000000|	
2.794742|	0.725294|	0.000000|	0.640773|	0.000000|	2.676826|	0.719585|	0.000000|	0.560287|	0.000000|	
2.749984|	0.695770|	0.000000|	0.669216|	0.000000|	2.635949|	0.687858|	0.000000|	0.552219|	0.000000|	
3.040156|	0.783110|	0.000000|	0.558462|	0.000000|	2.956703|	0.809809|	0.000000|	0.573599|	0.000000|	
2.944901|	0.742804|	0.000000|	0.607849|	0.000000|	2.775936|	0.722496|	0.000000|	0.562048|	0.000000|	
2.891685|	0.722105|	0.000000|	0.560292|	0.000000|	2.724248|	0.711530|	0.000000|	0.555047|	0.000000|	
